  -0.0000000000000000e+00	  -1.9350000000000000e+02	
   5.5982200000000004e-01	  -1.9346856099999999e+02	
   1.1126050000000001e+00	  -1.9337464000000000e+02	
   1.6513949999999999e+00	  -1.9321941699999999e+02	
   2.1694190000000000e+00	  -1.9300484399999999e+02	
   2.6601599999999999e+00	  -1.9273362100000000e+02	
   3.1174490000000001e+00	  -1.9240915699999999e+02	
   3.5355340000000002e+00	  -1.9203553400000001e+02	
   3.9091570000000000e+00	  -1.9161744899999999e+02	
   4.2336210000000003e+00	  -1.9116015999999999e+02	
   4.5048440000000003e+00	  -1.9066941900000000e+02	
   4.7194170000000000e+00	  -1.9015139500000001e+02	
   4.8746400000000003e+00	  -1.8961260500000000e+02	
   4.9685610000000002e+00	  -1.8905982200000000e+02	
   5.0000000000000000e+00	  -1.8850000000000000e+02	
   5.0000000000000000e+00	  -3.0000000000000000e+01	
  -0.0000000000000000e+00	  -3.0000000000000000e+01	
  -5.0000000000000000e+00	  -3.0000000000000000e+01	
  -5.0000000000000000e+00	  -1.8850000000000000e+02	
  -4.9685610000000002e+00	  -1.8905982200000000e+02	
  -4.8746400000000003e+00	  -1.8961260500000000e+02	
  -4.7194170000000000e+00	  -1.9015139500000001e+02	
  -4.5048440000000003e+00	  -1.9066941900000000e+02	
  -4.2336210000000003e+00	  -1.9116015999999999e+02	
  -3.9091570000000000e+00	  -1.9161744899999999e+02	
  -3.5355340000000002e+00	  -1.9203553400000001e+02	
  -3.1174490000000001e+00	  -1.9240915699999999e+02	
  -2.6601599999999999e+00	  -1.9273362100000000e+02	
  -2.1694190000000000e+00	  -1.9300484399999999e+02	
  -1.6513949999999999e+00	  -1.9321941699999999e+02	
  -1.1126050000000001e+00	  -1.9337464000000000e+02	
  -5.5982200000000004e-01	  -1.9346856099999999e+02	
   0.0000000000000000e+00	  -1.9350000000000000e+02	
