   9.9999999999999995e-07	   0.0000000000000000e+00	
   5.1250000000000002e-03	  -5.2306560609865762e-03	
   1.0250000000000000e-02	  -3.0605609953604462e-02	
   1.5376000000000001e-02	  -5.1972472345114137e-02	
   2.0375999999999998e-02	  -6.0047288505387680e-02	
   2.5500999999999999e-02	  -5.4585021972590513e-02	
   3.0626000000000000e-02	  -3.5083284129270600e-02	
   3.5625999999999998e-02	  -2.2455192923868700e-03	
   4.0751000000000002e-02	   4.6165771079516811e-02	
   4.5876000000000000e-02	   1.1102424641182898e-01	
   5.0875999999999998e-02	   1.9252433102813579e-01	
   5.6001000000000002e-02	   2.9700423575198737e-01	
   6.1126000000000000e-02	   4.2349950634169525e-01	
   6.6126000000000004e-02	   5.6389462066026363e-01	
   7.1250999999999995e-02	   7.1165877875815042e-01	
   7.6375999999999999e-02	   8.4126024202411021e-01	
   8.1376000000000004e-02	   9.3075442651689422e-01	
   8.6500999999999995e-02	   9.7627251181790375e-01	
   9.1625999999999999e-02	   9.8416916927672571e-01	
   9.6626000000000004e-02	   9.8234023590191533e-01	
   1.0175099999999999e-01	   9.9425608333660898e-01	
   1.0687600000000000e-01	   1.0169881923695523e+00	
   1.1187600000000000e-01	   1.0378511575347020e+00	
   1.1700099999999999e-01	   1.0575708256219549e+00	
   1.2212600000000000e-01	   1.0804503546982425e+00	
   1.2712599999999999e-01	   1.1014522521515342e+00	
   1.3225000000000001e-01	   1.1131244756428607e+00	
   1.3737500000000000e-01	   1.1163746006417425e+00	
   1.4237500000000000e-01	   1.1201819812354112e+00	
   1.4749999999999999e-01	   1.1294392185346551e+00	
   1.5262500000000001e-01	   1.1378205017432652e+00	
   1.5775000000000000e-01	   1.1389388004570675e+00	
   1.6275000000000001e-01	   1.1442030545022923e+00	
   1.6787500000000000e-01	   1.1607795631211233e+00	
   1.7299999999999999e-01	   1.1784426661088698e+00	
   1.7799999999999999e-01	   1.1918390876196929e+00	
   1.8312500000000001e-01	   1.2046195951116723e+00	
   1.8825000000000000e-01	   1.2181082268393726e+00	
   1.9325000000000001e-01	   1.2279754228275659e+00	
   1.9837500000000000e-01	   1.2345765943580842e+00	
   2.0349999999999999e-01	   1.2408118373756136e+00	
   2.0849999999999999e-01	   1.2472342848790614e+00	
   2.1362500000000001e-01	   1.2530792042018715e+00	
   2.1875000000000000e-01	   1.2578517131296900e+00	
   2.2375000000000000e-01	   1.2622481275236748e+00	
   2.2887500000000000e-01	   1.2665903565836560e+00	
   2.3400000000000001e-01	   1.2703724362718880e+00	
   2.3899999999999999e-01	   1.2737016449211713e+00	
   2.4412500000000001e-01	   1.2770387694931793e+00	
   2.4925000000000000e-01	   1.2797687225254255e+00	
   2.5424999999999998e-01	   1.2814628721694228e+00	
   2.5937500000000002e-01	   1.2824363272818569e+00	
   2.6450000000000001e-01	   1.2825822083873506e+00	
   2.6950000000000002e-01	   1.2823378593730930e+00	
   2.7462500000000001e-01	   1.2818503697697601e+00	
   2.7975000000000000e-01	   1.2811477114799859e+00	
   2.8475000000000000e-01	   1.2800231531298780e+00	
   2.8987499999999999e-01	   1.2787840362773641e+00	
   2.9499999999999998e-01	   1.2779819930293050e+00	
   2.9999999999999999e-01	   1.2781962126737869e+00	
