0.0,124.502090454
1.0,122.719459534
2.0,121.290817261
3.0,120.116783142
4.0,119.128196716
5.0,118.277557373
6.0,117.530914307
7.0,116.864112854
8.0,116.25969696
9.0,115.704940796
10.0,115.190376282
11.0,114.708877563
12.0,114.254997253
13.0,113.824516296
14.0,113.414093018
15.0,113.021064758
16.0,112.643257141
17.0,112.278892517
18.0,111.926490784
19.0,111.584785461
20.0,111.252716064
21.0,110.929359436
22.0,110.613922119
23.0,110.30569458
24.0,110.004074097
25.0,109.708496094
26.0,109.418479919
27.0,109.133590698
28.0,108.853431702
29.0,108.577659607
30.0,108.30594635
31.0,108.038009644
32.0,107.7735672
33.0,107.512397766
34.0,107.254272461
35.0,106.99899292
36.0,106.746376038
37.0,106.496246338
38.0,106.248458862
39.0,106.002861023
40.0,105.75933075
41.0,105.517738342
42.0,105.277992249
43.0,105.039970398
44.0,104.803581238
45.0,104.568748474
46.0,104.335380554
47.0,104.103416443
48.0,103.872779846
49.0,103.643409729
50.0,103.415252686
51.0,103.188247681
52.0,102.962364197
53.0,102.737533569
54.0,102.51373291
55.0,102.290916443
56.0,102.069046021
57.0,101.848091125
58.0,101.62802124
59.0,101.408805847
60.0,101.190429688
