0,0,0,0,0
0.01,0.063353,0.86355,0.063353,0.86355
0.02,0.13192,1.2562,0.13192,1.2562
0.03,0.19639,1.8738,0.19639,1.8738
0.04,0.25653,2.8708,0.25653,2.8708
0.05,0.31656,2.942,0.31656,2.942
0.06,0.37346,3.4677,0.37346,3.4677
0.07,0.42598,3.9229,0.42598,3.9229
0.08,0.47701,4.0657,0.47701,4.0657
0.09,0.52558,4.3338,0.52558,4.3338
0.1,0.57147,4.6236,0.57147,4.6236
0.11,0.61565,4.6519,0.61565,4.6519
0.12,0.65832,4.7422,0.65832,4.7422
0.13,0.69871,4.9768,0.69871,4.9768
0.14,0.73772,5.1136,0.73772,5.1136
0.15,0.77534,5.077,0.77534,5.077
0.16,0.81143,5.1978,0.81143,5.1978
0.17,0.84643,5.2012,0.84643,5.2012
0.18,0.88023,5.2627,0.88023,5.2627
0.19,0.91286,5.4616,0.91286,5.4616
0.2,0.94425,5.1351,0.94425,5.1351
0.21,0.97502,5.7863,0.97502,5.7863
0.22,1.0045,6.1989,1.0045,6.1989
0.23,1.0335,6.7095,1.0335,6.7095
0.24,1.0613,7.5754,1.0613,7.5754
0.25,1.0884,8.3907,1.0884,8.3907
0.26,1.1149,9.6265,1.1149,9.6265
0.27,1.1406,10.822,1.1406,10.822
0.28,1.1657,12.379,1.1657,12.379
0.29,1.19,13.996,1.19,13.996
0.3,1.2138,16.367,1.2138,16.367
0.31,1.237,18.16,1.237,18.16
0.32,1.2596,20.944,1.2596,20.944
