0,0,0,0,0
0.01,0.0023182,0.13665,0.0023182,0.13665
0.02,0.018587,0.33733,0.018587,0.33733
0.03,0.038603,0.44534,0.038603,0.44534
0.04,0.055463,0.59732,0.055463,0.59732
0.05,0.072709,0.80676,0.072709,0.80676
0.06,0.092008,0.88653,0.092008,0.88653
0.07,0.10979,1.0873,0.10979,1.0873
0.08,0.12647,1.2493,0.12647,1.2493
0.09,0.14414,1.4066,0.14414,1.4066
0.1,0.1615,1.4541,0.1615,1.4541
0.11,0.17795,1.6296,0.17795,1.6296
0.12,0.19444,1.7277,0.19444,1.7277
0.13,0.21081,1.8284,0.21081,1.8284
0.14,0.2269,1.9314,0.2269,1.9314
0.15,0.24231,2.0111,0.24231,2.0111
0.16,0.25821,2.0686,0.25821,2.0686
0.17,0.27316,2.2021,0.27316,2.2021
0.18,0.28801,2.2481,0.28801,2.2481
0.19,0.30307,2.3481,0.30307,2.3481
0.2,0.31802,2.4504,0.31802,2.4504
0.21,0.33197,2.4985,0.33197,2.4985
0.22,0.34639,2.5348,0.34639,2.5348
0.23,0.36046,2.6684,0.36046,2.6684
0.24,0.37371,2.704,0.37371,2.704
0.25,0.38779,2.7998,0.38779,2.7998
0.26,0.40117,2.8229,0.40117,2.8229
0.27,0.41425,2.9044,0.41425,2.9044
0.28,0.42753,2.9879,0.42753,2.9879
0.29,0.44052,2.9211,0.44052,2.9211
0.3,0.45344,3.1278,0.45344,3.1278
0.31,0.46599,3.1518,0.46599,3.1518
0.32,0.47848,3.1284,0.47848,3.1284
0.33,0.49049,3.214,0.49049,3.214
0.34,0.50281,3.2699,0.50281,3.2699
0.35,0.51496,3.2936,0.51496,3.2936
0.36,0.52686,3.3496,0.52686,3.3496
0.37,0.53852,3.3219,0.53852,3.3219
0.38,0.55004,3.4281,0.55004,3.4281
0.39,0.56175,3.4683,0.56175,3.4683
0.4,0.57311,3.4562,0.57311,3.4562
0.41,0.58404,3.5292,0.58404,3.5292
0.42,0.59506,3.6741,0.59506,3.6741
0.43,0.60615,3.5902,0.60615,3.5902
0.44,0.61692,3.629,0.61692,3.629
0.45,0.62778,3.687,0.62778,3.687
0.46,0.63832,3.5969,0.63832,3.5969
0.47,0.64885,3.6349,0.64885,3.6349
0.48,0.65946,3.6926,0.65946,3.6926
0.49,0.66968,3.7306,0.66968,3.7306
0.5,0.67989,3.7881,0.67989,3.7881
0.51,0.68981,3.8453,0.68981,3.8453
0.52,0.6998,3.7857,0.6998,3.7857
0.53,0.70989,3.8044,0.70989,3.8044
0.54,0.71969,3.7616,0.71969,3.7616
0.55,0.72923,3.8989,0.72923,3.8989
0.56,0.73894,3.9165,0.73894,3.9165
