27.066362,-0.000000
26.970289,2.235114
26.692918,4.453880
26.233540,6.643952
25.594691,8.787923
24.781652,10.871641
23.799138,12.880915
22.653953,14.802278
21.354676,16.622244
19.908451,18.329723
18.328031,19.910013
16.619754,21.356882
14.800295,22.656122
12.880975,23.799921
10.870017,24.782059
8.786791,25.595631
6.642707,26.234063
4.454205,26.693217
2.234996,26.971926
0.000000,27.067819
-0.000000,28.247379
2.334686,28.149504
4.650298,27.861911
6.935001,27.382724
9.172721,26.716365
11.347034,25.867828
13.445013,24.842500
15.450916,23.647727
17.350588,22.290630
19.131346,20.782191
20.782347,19.130592
22.290621,17.349956
23.647400,15.450187
24.842143,13.444093
25.867525,11.347123
26.716142,9.172200
27.382723,6.934102
27.861303,4.650775
28.150051,2.333120
28.246094,0.000000
13.844550,23.234581
14.450062,24.251205
13.672763,24.018973
13.367163,23.517737
14.592415,23.412835
14.008254,23.564383
14.322691,22.947637
16.403632,22.975062
14.278659,23.899588
14.953773,23.949222
15.605619,22.811954
15.024999,22.953974
15.200554,23.320912
14.782981,23.675494
13.947090,24.550428
12.398579,25.361334
15.715282,22.011913
15.263554,22.333976
16.477659,22.130618
15.904747,22.329504
16.168810,21.687650
18.244623,21.542116
16.200686,22.640873
16.881396,22.633486
17.436467,21.445102
16.867377,21.636049
15.927049,23.315177
12.684157,24.595587
11.609758,25.095552
17.479225,20.638048
17.055877,20.997689
18.249144,20.694429
17.694773,20.939326
17.905904,20.277930
19.961126,19.961397
18.014969,21.226034
18.692490,21.162505
19.148198,19.932113
18.597010,20.169111
17.796534,21.920600
17.073991,21.985983
13.293578,24.481151
12.926304,25.102866
13.060996,24.135719
11.871107,25.618207
10.261322,26.298631
11.878482,24.297137
12.380464,24.052918
12.064225,24.648429
11.380166,24.543044
12.219320,25.019511
19.123706,19.124534
18.731604,19.517513
19.894459,19.116917
19.362834,19.406532
19.518166,18.730639
21.541054,18.245186
19.706183,19.665353
20.376392,19.546595
20.728120,18.283157
20.198628,18.564760
19.545958,20.376446
18.832266,20.500213
10.618305,25.583569
11.217780,25.512188
10.810294,26.083592
9.505127,25.962743
10.992375,25.145939
10.106535,25.950554
9.714714,26.510627
20.637492,17.480217
20.278586,17.904703
21.405593,17.408819
20.899605,17.741341
20.998504,17.054661
22.974101,16.404331
21.262527,17.971197
21.920893,17.797434
22.167445,16.509095
21.662783,16.833117
21.162281,18.692728
20.459680,18.875819
9.831517,25.195770
10.350217,24.991447
10.011144,25.555206
9.314131,25.398729
10.470894,25.275630
8.053698,27.056269
22.010519,15.715713
21.688330,16.168695
22.770135,15.581864
22.292975,15.954823
22.335159,15.262949
24.249982,14.451294
22.673942,16.154176
23.315483,15.926760
23.454723,14.622180
22.978700,14.986780
22.633246,16.881814
21.948787,17.121756
8.467894,26.367477
9.073706,26.348177
8.619050,26.887611
7.327586,26.659436
8.885549,25.965501
7.931009,26.694959
7.492481,27.222227
23.233047,13.844559
22.949032,14.323099
23.978659,13.648614
23.534245,14.059287
23.519107,13.366829
25.360495,12.399053
23.930383,14.226552
24.550809,13.946959
24.582024,12.635729
24.137911,13.038060
23.949805,14.955246
23.287875,15.250701
7.717433,25.921751
8.251743,25.760340
7.184762,26.081329
5.791515,27.629274
24.297207,11.878762
24.053350,12.379508
25.023941,11.621989
24.615122,12.068023
24.542210,11.379213
26.297886,10.262594
25.023246,12.202080
25.618618,11.871852
25.541535,10.562787
25.132091,11.000284
25.102947,12.926187
24.467220,13.275902
7.861832,26.295576
8.349249,26.055573
6.261517,26.977646
6.866366,27.007900
6.369218,27.507748
5.100899,27.173839
6.710359,26.610680
5.699060,27.258782
5.219298,27.748198
25.195239,9.831821
24.993344,10.351058
25.898090,9.515921
25.527827,9.994071
25.398063,9.314016
27.055543,8.055808
25.945488,10.094267
26.511416,9.715670
26.326444,8.417634
25.954760,8.887145
26.084548,10.809187
25.480028,11.210122
5.550349,26.470747
6.095870,26.353890
5.006109,26.585241
3.489483,28.012390
25.921157,7.716996
25.762841,8.252118
26.595928,7.344915
26.265824,7.851506
26.080635,7.184599
27.628371,5.793188
26.690248,7.917130
27.223142,7.493295
26.931500,6.214508
26.600326,6.713594
26.887907,8.617840
26.318774,9.067676
5.663781,26.854865
6.168981,26.656130
4.012627,27.402484
4.612429,27.483042
4.076033,27.940229
2.839606,27.501416
4.490276,27.074286
3.429239,27.636033
2.911224,28.085115
26.470254,5.550425
26.356064,6.096509
27.111386,5.122532
26.825410,5.655090
26.583391,5.006408
28.013260,3.491148
27.253019,5.686470
27.748689,5.219403
27.353444,3.968530
27.063251,4.494655
27.508117,6.367882
26.978027,6.862932
3.346283,26.839410
3.898372,26.767251
2.793777,26.906913
1.166643,28.204748
26.838923,3.347200
26.769303,3.898712
27.440623,2.866909
27.201709,3.420205
26.906235,2.794448
28.206444,1.168326
27.630164,3.417263
28.083977,2.909912
27.586396,1.697933
27.343058,2.244930
27.940020,4.075496
27.452028,4.610208
3.427153,27.231947
3.946533,27.073763
1.735451,27.640421
2.327366,27.769641
1.752156,28.182249
0.000000,27.485316
1.117267,27.023941
0.675114,27.039551
2.240568,27.353793
1.673940,26.999318
0.815755,27.726441
1.316272,27.881105
0.580284,28.229104
-0.000000,27.861893
0.616101,27.392988
1.279548,27.382073
27.023533,1.117947
26.997984,1.675027
27.645271,0.000000
27.040103,0.674995
27.749043,0.854679
27.883377,1.382958
27.397610,1.140887
28.228602,0.578199
27.859703,0.000000
27.433465,0.000000
27.360918,0.572665
27.739682,2.327382
